Solvent,Temperature_K,Density_g/cm^3,Source
Chlorobenzene,293.15,1.10653,10.1021/je00005a035
Chlorobenzene,313.15,1.08498,10.1021/je00005a035
Chlorobenzene,288.15,1.1125,10.1021/je990288b
Chlorobenzene,293.15,1.1072,10.1021/je990288b
Chlorobenzene,298.15,1.1021,10.1021/je990288b
Chlorobenzene,308.15,1.0904,10.1021/je980174k
Chlorobenzene,318.15,1.0790,10.1021/je980174k
Chlorobenzene,298.15,1.1009,10.1021/je030130y
Chlorobenzene,303.15,1.0958,10.1021/je030130y
Chlorobenzene,308.15,1.0908,10.1021/je030130y
Chlorobenzene,313.15,1.0851,10.1021/je030130y
mtbe,288.15,0.7476,10.1021/je990288b
mtbe,293.15,0.7425,10.1021/je990288b
mtbe,298.15,0.7374,10.1021/je990288b
mtbe,273.15,0.76134,10.1021/je600554h
mtbe,278.15,0.75614,10.1021/je600554h
mtbe,283.15,0.75102,10.1021/je600554h
mtbe,288.15,0.74585,10.1021/je600554h
mtbe,293.15,0.74065,10.1021/je600554h
mtbe,298.15,0.73540,10.1021/je600554h
mtbe,303.15,0.73010,10.1021/je600554h
mtbe,308.15,0.72482,10.1021/je600554h
mtbe,313.15,0.71942,10.1021/je600554h
mtbe,255.4,0.77968,10.1021/je00004a039
mtbe,266.5,0.76861,10.1021/je00004a039
mtbe,274.8,0.76004,10.1021/je00004a039
mtbe,280.9,0.75331,10.1021/je00004a039
mtbe,283.2 ,0.75093,10.1021/je00004a039
mtbe,285.9,0.74811,10.1021/je00004a039
mtbe,288.7,0.74530,10.1021/je00004a039
mtbe,299.8,0.73379,10.1021/je00004a039
mtbe,310.9,0.72178,10.1021/je00004a039
mtbe,322.0,0.70959,10.1021/je00004a039
formamide,293.15,1.13300,10.1007/s10953-007-9122-9
formamide,298.15,1.12900,10.1007/s10953-007-9122-9
formamide,303.15,1.12500,10.1007/s10953-007-9122-9
formamide,308.15,1.12100,10.1007/s10953-007-9122-9
formamide,313.15,1.11700,10.1007/s10953-007-9122-9
formamide,318.15,1.11290,10.1007/s10953-007-9122-9
formamide,278.15,1.146620,10.1021/acs.jced.6b00786
formamide,288.15,1.138169,10.1021/acs.jced.6b00786
formamide,298.15,1.129728,10.1021/acs.jced.6b00786
formamide,308.15,1.121225,10.1021/acs.jced.6b00786
formamide,323.15,1.108459,10.1021/acs.jced.6b00786
formamide,288.15,1.13734,10.1016/j.jct.2007.05.015
formamide,293.15,1.13267,10.1016/j.jct.2007.05.015
formamide,296.15,1.12994,10.1016/j.jct.2007.05.015
formamide,298.15,1.12878,10.1016/j.jct.2007.05.015
formamide,300.15,1.12648,10.1016/j.jct.2007.05.015
formamide,303.15,1.12436,10.1016/j.jct.2007.05.015
formamide,308.15,1.11984,10.1016/j.jct.2007.05.015
diethyl ether,243.15,0.768339,10.1016/j.fluid.2008.06.014
diethyl ether,253.15,0.758413,10.1016/j.fluid.2008.06.014
diethyl ether,263.15,0.747885,10.1016/j.fluid.2008.06.014
diethyl ether,273.15,0.736593,10.1016/j.fluid.2008.06.014
diethyl ether,283.15,0.725632,10.1016/j.fluid.2008.06.014
diethyl ether,293.15,0.714517,10.1016/j.fluid.2008.06.014
diethyl ether,298.15,0.7077,10.1016/S0378-3812(99)00032-1
diethyl ether,293.15,0.7135,10.1016/S0378-3812(99)00032-1
diethyl ether,288.15,0.7192,10.1016/S0378-3812(99)00032-1
diethyl ether,298.15,0.7083,10.1021/je100594u
cyclopentanone,288.15,0.95399,10.1021/je901052w
cyclopentanone,298.15,0.94435,10.1021/je901052w
cyclopentanone,308.15,0.93469,10.1021/je901052w
cyclopentanone,318.15,0.92499,10.1021/je901052w
cyclopentanone,293.15,0.9493,10.1016/j.molliq.2017.02.011
cyclopentanone,298.15,0.9445,10.1016/j.molliq.2017.02.011
cyclopentanone,303.15,0.9397,10.1016/j.molliq.2017.02.011
cyclopentanone,308.15,0.9348,10.1016/j.molliq.2017.02.011
cyclopentanone,293.15,0.94934,10.1007/s10973-014-3978-x
cyclopentanone,298.15,0.94452,10.1007/s10973-014-3978-x
cyclopentanone,303.15,0.93968,10.1007/s10973-014-3978-x
cyclopentanone,308.15,0.93484,10.1007/s10973-014-3978-x
